Word,lotus.txt count,walden.txt count,lotus.txt freq,walden.txt freq,Log Likelihood
devouring,2,0,0.00002,0.00000,1.16942
emaciated,2,0,0.00002,0.00000,1.16942
leaped,2,6,0.00002,0.00005,1.41593
terrifying,2,0,0.00002,0.00000,1.16942
hatched,1,5,0.00001,0.00004,1.86148
offspring,2,0,0.00002,0.00000,1.16942
goblins,2,0,0.00002,0.00000,1.16942
howling,2,0,0.00002,0.00000,1.16942
fighting,2,0,0.00002,0.00000,1.16942
food,22,34,0.00020,0.00029,1.83679
hunger,5,2,0.00005,0.00002,1.20647
wolves,2,0,0.00002,0.00000,1.16942
filth,6,2,0.00005,0.00002,1.89333
Places,2,0,0.00002,0.00000,1.16942
mice,1,4,0.00001,0.00003,1.15553
millipedes,2,0,0.00002,0.00000,1.16942
centipedes,2,0,0.00002,0.00000,1.16942
scorpions,2,0,0.00002,0.00000,1.16942
piled,5,2,0.00005,0.00002,1.20647
heaped,2,0,0.00002,0.00000,1.16942
fences,1,5,0.00001,0.00004,1.86148
plaster,1,5,0.00001,0.00004,1.86148
foundations,1,4,0.00001,0.00003,1.15553
entice,2,0,0.00002,0.00000,1.16942
delightful,2,0,0.00002,0.00000,1.16942
depend,1,5,0.00001,0.00004,1.86148
action,11,6,0.00010,0.00005,1.64683
coarse,1,5,0.00001,0.00004,1.86148
rescue,7,3,0.00006,0.00003,1.60865
west,2,6,0.00002,0.00005,1.41593
misunderstanding,2,0,0.00002,0.00000,1.16942
anxieties,2,0,0.00002,0.00000,1.16942
discrimination,4,1,0.00004,0.00001,1.51358
handsome,2,6,0.00002,0.00005,1.41593
twined,2,0,0.00002,0.00000,1.16942
Ropes,2,0,0.00002,0.00000,1.16942
assortment,2,0,0.00002,0.00000,1.16942
stretched,2,6,0.00002,0.00005,1.41593
uniform,4,1,0.00004,0.00001,1.51358
crossroads,2,0,0.00002,0.00000,1.16942
outside,4,9,0.00004,0.00008,1.41407
goat,4,1,0.00004,0.00001,1.51358
engrossed,2,0,0.00002,0.00000,1.16942
alarm,5,2,0.00005,0.00002,1.20647
games,7,3,0.00006,0.00003,1.60865
alarmed,5,2,0.00005,0.00002,1.20647
huge,6,3,0.00005,0.00003,1.01750
inside,6,11,0.00005,0.00009,1.05004
crooked,5,2,0.00005,0.00002,1.20647
rafters,3,7,0.00003,0.00006,1.13124
rooms,4,1,0.00004,0.00001,1.51358
halls,6,2,0.00005,0.00002,1.89333
Whatever,1,4,0.00001,0.00003,1.15553
expressions,2,0,0.00002,0.00000,1.16942
Did,1,5,0.00001,0.00004,1.86148
components,2,0,0.00002,0.00000,1.16942
fortunate,2,0,0.00002,0.00000,1.16942
peer,2,0,0.00002,0.00000,1.16942
Transcendental,2,0,0.00002,0.00000,1.16942
jumble,2,0,0.00002,0.00000,1.16942
flawless,2,0,0.00002,0.00000,1.16942
planting,1,5,0.00001,0.00004,1.86148
Stain,2,0,0.00002,0.00000,1.16942
abided,2,0,0.00002,0.00000,1.16942
rested,6,2,0.00005,0.00002,1.89333
residue,2,0,0.00002,0.00000,1.16942
deprived,2,0,0.00002,0.00000,1.16942
care,8,14,0.00007,0.00012,1.17947
Already,4,1,0.00004,0.00001,1.51358
Today,2,0,0.00002,0.00000,1.16942
affair,4,1,0.00004,0.00001,1.51358
impurities,2,0,0.00002,0.00000,1.16942
crux,2,0,0.00002,0.00000,1.16942
utters,2,0,0.00002,0.00000,1.16942
delights,6,2,0.00005,0.00002,1.89333
proud,2,6,0.00002,0.00005,1.41593
precisely,1,5,0.00001,0.00004,1.86148
customarily,2,0,0.00002,0.00000,1.16942
sound,34,47,0.00031,0.00040,1.34316
saintly,2,0,0.00002,0.00000,1.16942
begging,2,0,0.00002,0.00000,1.16942
stupidity,7,3,0.00006,0.00003,1.60865
vision,2,6,0.00002,0.00005,1.41593
tail,1,5,0.00001,0.00004,1.86148
distressed,4,1,0.00004,0.00001,1.51358
perform,4,1,0.00004,0.00001,1.51358
song,2,6,0.00002,0.00005,1.41593
pipes,2,0,0.00002,0.00000,1.16942
shells,1,4,0.00001,0.00003,1.15553
blowing,1,4,0.00001,0.00003,1.15553
draw,7,3,0.00006,0.00003,1.60865
cloth,1,5,0.00001,0.00004,1.86148
fashion,5,11,0.00005,0.00009,1.69690
collect,1,5,0.00001,0.00004,1.86148
play,7,14,0.00006,0.00012,1.76754
boys,7,14,0.00006,0.00012,1.76754
brick,1,4,0.00001,0.00003,1.15553
mortuary,2,0,0.00002,0.00000,1.16942
erecting,2,0,0.00002,0.00000,1.16942
cultivating,4,1,0.00004,0.00001,1.51358
assiduous,2,0,0.00002,0.00000,1.16942
employed,15,9,0.00014,0.00008,1.77856
ends,2,6,0.00002,0.00005,1.41593
unable,7,3,0.00006,0.00003,1.60865
meager,2,0,0.00002,0.00000,1.16942
womb,2,0,0.00002,0.00000,1.16942
undergoing,4,1,0.00004,0.00001,1.51358
revolving,2,0,0.00002,0.00000,1.16942
folly,2,0,0.00002,0.00000,1.16942
clung,2,0,0.00002,0.00000,1.16942
stubbornly,2,0,0.00002,0.00000,1.16942
distinction,7,3,0.00006,0.00003,1.60865
start,3,7,0.00003,0.00006,1.13124
impossible,3,7,0.00003,0.00006,1.13124
stinginess,2,0,0.00002,0.00000,1.16942
guilty,6,2,0.00005,0.00002,1.89333
terms,6,3,0.00005,0.00003,1.01750
adapting,2,0,0.00002,0.00000,1.16942
devise,2,0,0.00002,0.00000,1.16942
takes,6,12,0.00005,0.00010,1.48791
remiss,2,0,0.00002,0.00000,1.16942
utilizing,2,0,0.00002,0.00000,1.16942
defilements,2,0,0.00002,0.00000,1.16942
basic,2,0,0.00002,0.00000,1.16942
cognizance,2,0,0.00002,0.00000,1.16942
exist,7,3,0.00006,0.00003,1.60865
induce,2,0,0.00002,0.00000,1.16942
analysis,2,0,0.00002,0.00000,1.16942
withdrawn,1,4,0.00001,0.00003,1.15553
mine,20,13,0.00018,0.00011,1.85864
enjoy,9,15,0.00008,0.00013,1.06240
People,2,0,0.00002,0.00000,1.16942
repeated,7,3,0.00006,0.00003,1.60865
perplexity,4,1,0.00004,0.00001,1.51358
comprehension,2,0,0.00002,0.00000,1.16942
device,2,0,0.00002,0.00000,1.16942
gist,2,0,0.00002,0.00000,1.16942
shown,5,2,0.00005,0.00002,1.20647
enabled,5,2,0.00005,0.00002,1.20647
Toward,2,0,0.00002,0.00000,1.16942
pondering,2,0,0.00002,0.00000,1.16942
mastering,2,0,0.00002,0.00000,1.16942
embarked,2,0,0.00002,0.00000,1.16942
grove,1,5,0.00001,0.00004,1.86148
bamboos,2,0,0.00002,0.00000,1.16942
pooled,2,0,0.00002,0.00000,1.16942
except,7,13,0.00006,0.00011,1.31894
goal,4,1,0.00004,0.00001,1.51358
relation,1,4,0.00001,0.00003,1.15553
stop,4,9,0.00004,0.00008,1.41407
skillfully,2,0,0.00002,0.00000,1.16942
infinitely,1,4,0.00001,0.00003,1.15553
calmly,2,0,0.00002,0.00000,1.16942
seekers,2,0,0.00002,0.00000,1.16942
profit,6,2,0.00005,0.00002,1.89333
yourselves,5,2,0.00005,0.00002,1.20647
entirety,2,0,0.00002,0.00000,1.16942
testify,2,0,0.00002,0.00000,1.16942
marked,4,1,0.00004,0.00001,1.51358
unmoving,2,0,0.00002,0.00000,1.16942
broad,14,22,0.00013,0.00019,1.25352
listening,6,3,0.00005,0.00003,1.01750
followed,10,6,0.00009,0.00005,1.15116
surname,2,0,0.00002,0.00000,1.16942
appellation,2,0,0.00002,0.00000,1.16942
wondrous,2,0,0.00002,0.00000,1.16942
skillful,2,0,0.00002,0.00000,1.16942
gone,25,36,0.00023,0.00031,1.33055
explanation,2,0,0.00002,0.00000,1.16942
wondering,4,1,0.00004,0.00001,1.51358
indeed,13,21,0.00012,0.00018,1.34757
outstanding,2,0,0.00002,0.00000,1.16942
unfold,6,2,0.00005,0.00002,1.89333
lovely,2,0,0.00002,0.00000,1.16942
curtains,4,1,0.00004,0.00001,1.51358
attachments,2,0,0.00002,0.00000,1.16942
viewing,2,0,0.00002,0.00000,1.16942
bathing,5,2,0.00005,0.00002,1.20647
springs,1,5,0.00001,0.00004,1.86148
beyond,24,17,0.00022,0.00015,1.60091
potions,2,0,0.00002,0.00000,1.16942
confusion,4,1,0.00004,0.00001,1.51358
dispelling,2,0,0.00002,0.00000,1.16942
foolish,4,1,0.00004,0.00001,1.51358
flaw,2,0,0.00002,0.00000,1.16942
circling,2,6,0.00002,0.00005,1.41593
forests,10,5,0.00009,0.00004,1.80619
mediation,2,0,0.00002,0.00000,1.16942
mountains,16,10,0.00014,0.00009,1.67891
vigorously,2,0,0.00002,0.00000,1.16942
quietude,2,0,0.00002,0.00000,1.16942
visit,3,8,0.00003,0.00007,1.68684
limbs,3,7,0.00003,0.00006,1.13124
wives,2,0,0.00002,0.00000,1.16942
flesh,10,6,0.00009,0.00005,1.15116
flowered,2,0,0.00002,0.00000,1.16942
teams,1,4,0.00001,0.00003,1.15553
servants,4,1,0.00004,0.00001,1.51358
mani,2,0,0.00002,0.00000,1.16942
coral,5,2,0.00005,0.00002,1.20647
brief,2,0,0.00002,0.00000,1.16942
superior,13,8,0.00012,0.00007,1.41467
making,29,42,0.00026,0.00036,1.61720
scented,1,5,0.00001,0.00004,1.86148
shine,6,3,0.00005,0.00003,1.01750
already,46,36,0.00042,0.00031,1.86549
unfathomable,4,1,0.00004,0.00001,1.51358
portents,2,0,0.00002,0.00000,1.16942
manifested,4,1,0.00004,0.00001,1.51358
eighteen,8,4,0.00007,0.00003,1.41018
heaven,33,24,0.00030,0.00020,1.96834
Present,2,0,0.00002,0.00000,1.16942
Bhadrapala,2,0,0.00002,0.00000,1.16942
Strength,2,0,0.00002,0.00000,1.16942
trained,2,0,0.00002,0.00000,1.16942
regressing,2,0,0.00002,0.00000,1.16942
mother,20,13,0.00018,0.00011,1.85864
Nanda,2,0,0.00002,0.00000,1.16942
Bakkula,2,0,0.00002,0.00000,1.16942
Revata,2,0,0.00002,0.00000,1.16942
yana,2,0,0.00002,0.00000,1.16942
Maudgaly,2,0,0.00002,0.00000,1.16942
Nadikashyapa,2,0,0.00002,0.00000,1.16942
Gayakashyapa,2,0,0.00002,0.00000,1.16942
Uruvilvakashyapa,2,0,0.00002,0.00000,1.16942
rejoicing,2,0,0.00002,0.00000,1.16942
Always,2,0,0.00002,0.00000,1.16942
satisfaction,4,10,0.00004,0.00009,1.96228
tall,6,2,0.00005,0.00002,1.89333
extremely,4,1,0.00004,0.00001,1.51358
grant,2,0,0.00002,0.00000,1.16942
Way,4,1,0.00004,0.00001,1.51358
flavor,10,6,0.00009,0.00005,1.15116
abolish,2,0,0.00002,0.00000,1.16942
abodes,2,0,0.00002,0.00000,1.16942
emancipate,2,0,0.00002,0.00000,1.16942
before,98,125,0.00089,0.00107,1.83872
stirring,1,5,0.00001,0.00004,1.86148
expedients,2,0,0.00002,0.00000,1.16942
realizing,2,0,0.00002,0.00000,1.16942
ascetics,2,0,0.00002,0.00000,1.16942
kingdom,7,3,0.00006,0.00003,1.60865
citizen,2,6,0.00002,0.00005,1.41593
propagates,2,0,0.00002,0.00000,1.16942
ill,10,5,0.00009,0.00004,1.80619
fifth,5,2,0.00005,0.00002,1.20647
Kalpas,2,0,0.00002,0.00000,1.16942
convince,1,4,0.00001,0.00003,1.15553
fourth,10,5,0.00009,0.00004,1.80619
guardians,2,0,0.00002,0.00000,1.16942
admired,1,4,0.00001,0.00003,1.15553
twice,10,6,0.00009,0.00005,1.15116
converse,1,5,0.00001,0.00004,1.86148
months,5,11,0.00005,0.00009,1.69690
queen,6,2,0.00005,0.00002,1.89333
interpret,2,0,0.00002,0.00000,1.16942
keep,36,52,0.00033,0.00044,1.98573
serious,3,8,0.00003,0.00007,1.68684
ferry,2,0,0.00002,0.00000,1.16942
obey,4,9,0.00004,0.00008,1.41407
spirit,5,11,0.00005,0.00009,1.69690
seized,7,3,0.00006,0.00003,1.60865
existent,2,0,0.00002,0.00000,1.16942
increase,6,2,0.00005,0.00002,1.89333
process,8,4,0.00007,0.00003,1.41018
defiled,4,1,0.00004,0.00001,1.51358
indolent,2,0,0.00002,0.00000,1.16942
irascible,2,0,0.00002,0.00000,1.16942
donation,2,0,0.00002,0.00000,1.16942
detachment,2,0,0.00002,0.00000,1.16942
jealous,2,0,0.00002,0.00000,1.16942
un,2,0,0.00002,0.00000,1.16942
Place,2,0,0.00002,0.00000,1.16942
sincerely,2,6,0.00002,0.00005,1.41593
retrogressing,2,0,0.00002,0.00000,1.16942
nadir,2,0,0.00002,0.00000,1.16942
zenith,2,0,0.00002,0.00000,1.16942
northern,6,3,0.00005,0.00003,1.01750
kumuda,2,0,0.00002,0.00000,1.16942
padma,2,0,0.00002,0.00000,1.16942
reveal,10,5,0.00009,0.00004,1.80619
Arhat,2,0,0.00002,0.00000,1.16942
Sravaka,2,0,0.00002,0.00000,1.16942
Pratyekabuddha,2,0,0.00002,0.00000,1.16942
Twelve,2,0,0.00002,0.00000,1.16942
ceaselessly,4,1,0.00004,0.00001,1.51358
hero,8,4,0.00007,0.00003,1.41018
equally,6,13,0.00005,0.00011,1.97974
another,61,82,0.00055,0.00070,1.92925
too,62,79,0.00056,0.00067,1.13932
inexpressible,1,4,0.00001,0.00003,1.15553
please,8,4,0.00007,0.00003,1.41018
questioned,4,1,0.00004,0.00001,1.51358
sakrdagamin,2,0,0.00002,0.00000,1.16942
selflessness,2,0,0.00002,0.00000,1.16942
transience,2,0,0.00002,0.00000,1.16942
break,5,11,0.00005,0.00009,1.69690
logic,4,1,0.00004,0.00001,1.51358
instantly,8,4,0.00007,0.00003,1.41018
vanish,4,1,0.00004,0.00001,1.51358
observing,6,3,0.00005,0.00003,1.01750
during,19,12,0.00017,0.00010,1.94356
falsely,4,1,0.00004,0.00001,1.51358
originally,10,5,0.00009,0.00004,1.80619
How,28,42,0.00025,0.00036,1.96892
doubt,21,33,0.00019,0.00028,1.92571
known,34,26,0.00031,0.00022,1.56814
Addressed,2,0,0.00002,0.00000,1.16942
TIME,2,0,0.00002,0.00000,1.16942
THAT,2,0,0.00002,0.00000,1.16942
AT,2,0,0.00002,0.00000,1.16942
completed,6,2,0.00005,0.00002,1.89333
result,7,13,0.00006,0.00011,1.31894
tired,1,4,0.00001,0.00003,1.15553
brain,2,6,0.00002,0.00005,1.41593
palace,13,8,0.00012,0.00007,1.41467
Universally,2,0,0.00002,0.00000,1.16942
effort,13,8,0.00012,0.00007,1.41467
Causes,2,0,0.00002,0.00000,1.16942
rolls,6,2,0.00005,0.00002,1.89333
Or,23,17,0.00021,0.00015,1.25574
Reaching,2,0,0.00002,0.00000,1.16942
Sakrdagamin,2,0,0.00002,0.00000,1.16942
breaking,2,6,0.00002,0.00005,1.41593
working,3,8,0.00003,0.00007,1.68684
thinking,11,20,0.00010,0.00017,1.97851
wholeheartedly,2,0,0.00002,0.00000,1.16942
transcended,2,0,0.00002,0.00000,1.16942
thirty,26,20,0.00024,0.00017,1.15297
blemish,2,0,0.00002,0.00000,1.16942
shining,4,1,0.00004,0.00001,1.51358
bones,3,8,0.00003,0.00007,1.68684
fingers,7,13,0.00006,0.00011,1.31894
fine,14,22,0.00013,0.00019,1.25352
rounded,1,4,0.00001,0.00003,1.15553
spokes,2,0,0.00002,0.00000,1.16942
face,18,29,0.00016,0.00025,1.87817
high,22,34,0.00020,0.00029,1.83679
snowy,1,4,0.00001,0.00003,1.15553
trail,1,5,0.00001,0.00004,1.86148
neck,3,7,0.00003,0.00006,1.13124
proportioned,2,0,0.00002,0.00000,1.16942
response,2,0,0.00002,0.00000,1.16942
benevolence,4,1,0.00004,0.00001,1.51358
Emancipation,2,0,0.00002,0.00000,1.16942
Born,2,0,0.00002,0.00000,1.16942
wrong,6,11,0.00005,0.00009,1.05004
safety,6,3,0.00005,0.00003,1.01750
retreat,2,6,0.00002,0.00005,1.41593
walking,12,7,0.00011,0.00006,1.51919
lying,6,12,0.00005,0.00010,1.48791
disappearance,2,0,0.00002,0.00000,1.16942
Long,4,1,0.00004,0.00001,1.51358
extinct,6,3,0.00005,0.00003,1.01750
stable,1,4,0.00001,0.00003,1.15553
Deeply,2,0,0.00002,0.00000,1.16942
breeze,1,4,0.00001,0.00003,1.15553
Trainer,2,0,0.00002,0.00000,1.16942
flags,4,1,0.00004,0.00001,1.51358
placed,6,11,0.00005,0.00009,1.05004
satisfied,6,13,0.00005,0.00011,1.97974
bowls,4,1,0.00004,0.00001,1.51358
faults,9,5,0.00008,0.00004,1.26371
Svagata,2,0,0.00002,0.00000,1.16942
Upananda,2,0,0.00002,0.00000,1.16942
Keeping,2,0,0.00002,0.00000,1.16942
Life,2,0,0.00002,0.00000,1.16942
rapidly,3,8,0.00003,0.00007,1.68684
stability,2,0,0.00002,0.00000,1.16942
brave,4,10,0.00004,0.00009,1.96228
majestic,2,0,0.00002,0.00000,1.16942
controller,2,0,0.00002,0.00000,1.16942
carry,27,19,0.00024,0.00016,1.86008
ship,6,3,0.00005,0.00003,1.01750
deaf,6,3,0.00005,0.00003,1.01750
ears,17,11,0.00015,0.00009,1.59308
protection,1,5,0.00001,0.00004,1.86148
pleasure,9,5,0.00008,0.00004,1.26371
tactfulness,2,0,0.00002,0.00000,1.16942
timely,2,0,0.00002,0.00000,1.16942
abundantly,2,0,0.00002,0.00000,1.16942
ignorance,10,5,0.00009,0.00004,1.80619
rays,14,8,0.00013,0.00007,1.89563
pour,2,0,0.00002,0.00000,1.16942
First,6,2,0.00005,0.00002,1.89333
roll,6,2,0.00005,0.00002,1.89333
Moreover,16,10,0.00014,0.00009,1.67891
remain,11,7,0.00010,0.00006,1.06201
calm,6,11,0.00005,0.00009,1.05004
free,49,39,0.00044,0.00033,1.79096
Tranquil,2,0,0.00002,0.00000,1.16942
have,588,671,0.00532,0.00572,1.64570
Scented,2,0,0.00002,0.00000,1.16942
Precious,2,0,0.00002,0.00000,1.16942
Leader,2,0,0.00002,0.00000,1.16942
Treasury,2,0,0.00002,0.00000,1.16942
names,12,7,0.00011,0.00006,1.51919
variously,4,1,0.00004,0.00001,1.51358
upasikas,2,0,0.00002,0.00000,1.16942
upasakas,2,0,0.00002,0.00000,1.16942
Bhikshunis,2,0,0.00002,0.00000,1.16942
Have,4,1,0.00004,0.00001,1.51358
Of,22,15,0.00020,0.00013,1.71597
meddling,0,1,0.00000,0.00001,0.28280
inconsistent,0,1,0.00000,0.00001,0.28280
treats,0,1,0.00000,0.00001,0.28280
organizing,0,1,0.00000,0.00001,0.28280
democracy,0,2,0.00000,0.00002,0.93073
monarchy,0,2,0.00000,0.00002,0.93073
concede,0,1,0.00000,0.00001,0.28280
consent,0,1,0.00000,0.00001,0.28280
strictly,0,1,0.00000,0.00001,0.28280
complaints,0,1,0.00000,0.00001,0.28280
seasonable,0,1,0.00000,0.00001,0.28280
uncorrected,0,1,0.00000,0.00001,0.28280
wordy,0,1,0.00000,0.00001,0.28280
finance,0,1,0.00000,0.00001,0.28280
taxation,0,1,0.00000,0.00001,0.28280
speaker,0,1,0.00000,0.00001,0.28280
orators,0,1,0.00000,0.00001,0.28280
legislation,0,2,0.00000,0.00002,0.93073
pilgrimage,0,1,0.00000,0.00001,0.28280
loins,0,1,0.00000,0.00001,0.28280
gird,0,1,0.00000,0.00001,0.28280
trickling,0,1,0.00000,0.00001,0.28280
Associations,0,1,0.00000,0.00001,0.28280
propriety,0,1,0.00000,0.00001,0.28280
constituents,0,1,0.00000,0.00001,0.28280
code,0,1,0.00000,0.00001,0.28280
professing,0,1,0.00000,0.00001,0.28280
acuteness,0,1,0.00000,0.00001,0.28280
sanction,0,2,0.00000,0.00002,0.93073
countenanced,0,1,0.00000,0.00001,0.28280
87,0,1,0.00000,0.00001,0.28280
defensive,0,1,0.00000,0.00001,0.28280
Defender,0,1,0.00000,0.00001,0.28280
glances,0,1,0.00000,0.00001,0.28280
legislate,0,1,0.00000,0.00001,0.28280
usefulness,0,1,0.00000,0.00001,0.28280
ingenious,0,1,0.00000,0.00001,0.28280
nakedly,0,1,0.00000,0.00001,0.28280
Statesmen,0,1,0.00000,0.00001,0.28280
courts,0,1,0.00000,0.00001,0.28280
Matter,0,1,0.00000,0.00001,0.28280
alienate,0,1,0.00000,0.00001,0.28280
pretext,0,1,0.00000,0.00001,0.28280
review,0,1,0.00000,0.00001,0.28280
hairs,0,1,0.00000,0.00001,0.28280
fatalist,0,1,0.00000,0.00001,0.28280
Mussulman,0,1,0.00000,0.00001,0.28280
blame,0,1,0.00000,0.00001,0.28280
instantaneously,0,1,0.00000,0.00001,0.28280
inanimate,0,1,0.00000,0.00001,0.28280
obstinately,0,1,0.00000,0.00001,0.28280
altering,0,1,0.00000,0.00001,0.28280
retracting,0,1,0.00000,0.00001,0.28280
biased,0,1,0.00000,0.00001,0.28280
interfere,0,1,0.00000,0.00001,0.28280
abet,0,1,0.00000,0.00001,0.28280
musket,0,1,0.00000,0.00001,0.28280
Prisons,0,1,0.00000,0.00001,0.28280
tackled,0,1,0.00000,0.00001,0.28280
debtor,0,1,0.00000,0.00001,0.28280
harshly,0,1,0.00000,0.00001,0.28280
Malays,0,1,0.00000,0.00001,0.28280
Chinamen,0,1,0.00000,0.00001,0.28280
superstitions,0,1,0.00000,0.00001,0.28280
bade,0,1,0.00000,0.00001,0.28280
whither,0,1,0.00000,0.00001,0.28280
comrade,0,1,0.00000,0.00001,0.28280
chocolate,0,1,0.00000,0.00001,0.28280
pint,0,1,0.00000,0.00001,0.28280
breakfasts,0,1,0.00000,0.00001,0.28280
shire,0,1,0.00000,0.00001,0.28280
auditor,0,1,0.00000,0.00001,0.28280
involuntary,0,1,0.00000,0.00001,0.28280
burghers,0,1,0.00000,0.00001,0.28280
knights,0,1,0.00000,0.00001,0.28280
Rhine,0,1,0.00000,0.00001,0.28280
pumped,0,1,0.00000,0.00001,0.28280
avenged,0,1,0.00000,0.00001,0.28280
examined,0,1,0.00000,0.00001,0.28280
burnt,0,1,0.00000,0.00001,0.28280
accuse,0,1,0.00000,0.00001,0.28280
neatest,0,1,0.00000,0.00001,0.28280
whitest,0,1,0.00000,0.00001,0.28280
whitewashed,0,1,0.00000,0.00001,0.28280
mate,0,1,0.00000,0.00001,0.28280
dispersed,0,1,0.00000,0.00001,0.28280
chat,0,1,0.00000,0.00001,0.28280
acorn,0,1,0.00000,0.00001,0.28280
responsible,0,1,0.00000,0.00001,0.28280
snivel,0,1,0.00000,0.00001,0.28280
strait,0,1,0.00000,0.00001,0.28280
confronts,0,1,0.00000,0.00001,0.28280
spoons,0,1,0.00000,0.00001,0.28280
punish,0,1,0.00000,0.00001,0.28280
industriously,0,1,0.00000,0.00001,0.28280
smile,0,1,0.00000,0.00001,0.28280
services,0,1,0.00000,0.00001,0.28280
foolishness,0,1,0.00000,0.00001,0.28280
poll,0,1,0.00000,0.00001,0.28280
signed,0,2,0.00000,0.00002,0.93073
presumption,0,1,0.00000,0.00001,0.28280
incorporated,0,1,0.00000,0.00001,0.28280
condescended,0,1,0.00000,0.00001,0.28280
lyceum,0,1,0.00000,0.00001,0.28280
Pay,0,1,0.00000,0.00001,0.28280
clergyman,0,1,0.00000,0.00001,0.28280
honors,0,1,0.00000,0.00001,0.28280
Turkish,0,1,0.00000,0.00001,0.28280
Turkey,0,1,0.00000,0.00001,0.28280
harass,0,1,0.00000,0.00001,0.28280
disobedience,0,2,0.00000,0.00002,0.93073
dread,0,1,0.00000,0.00001,0.28280
tranquillity,0,1,0.00000,0.00001,0.28280
seriousness,0,1,0.00000,0.00001,0.28280
freest,0,1,0.00000,0.00001,0.28280
Render,0,1,0.00000,0.00001,0.28280
tribute,0,1,0.00000,0.00001,0.28280
Herodians,0,1,0.00000,0.00001,0.28280
schemes,0,1,0.00000,0.00001,0.28280
Absolutely,0,1,0.00000,0.00001,0.28280
renders,0,1,0.00000,0.00001,0.28280
consequently,0,1,0.00000,0.00001,0.28280
purest,0,1,0.00000,0.00001,0.28280
seizure,0,1,0.00000,0.00001,0.28280
offender,0,1,0.00000,0.00001,0.28280
imprisonment,0,1,0.00000,0.00001,0.28280
bleeds,0,1,0.00000,0.00001,0.28280
manhood,0,1,0.00000,0.00001,0.28280
peaceable,0,1,0.00000,0.00001,0.28280
violence,0,1,0.00000,0.00001,0.28280
bloody,0,1,0.00000,0.00001,0.28280
clogs,0,1,0.00000,0.00001,0.28280
conforms,0,1,0.00000,0.00001,0.28280
powerless,0,1,0.00000,0.00001,0.28280
afflict,0,1,0.00000,0.00001,0.28280
honorable,0,1,0.00000,0.00001,0.28280
wrongs,0,1,0.00000,0.00001,0.28280
desponding,0,1,0.00000,0.00001,0.28280
imprisons,0,1,0.00000,0.00001,0.28280
inhospitality,0,1,0.00000,0.00001,0.28280
sister,0,1,0.00000,0.00001,0.28280
foist,0,1,0.00000,0.00001,0.28280
Carolina,0,1,0.00000,0.00001,0.28280
prisons,0,2,0.00000,0.00002,0.93073
Chamber,0,1,0.00000,0.00001,0.28280
rights,0,2,0.00000,0.00002,0.93073
ambassador,0,1,0.00000,0.00001,0.28280
Reform,0,1,0.00000,0.00001,0.28280
mission,0,1,0.00000,0.00001,0.28280
therefor,0,1,0.00000,0.00001,0.28280
copartnership,0,1,0.00000,0.00001,0.28280
HONEST,0,1,0.00000,0.00001,0.28280
impetuous,0,1,0.00000,0.00001,0.28280
disturber,0,1,0.00000,0.00001,0.28280
maniac,0,1,0.00000,0.00001,0.28280
parchment,0,1,0.00000,0.00001,0.28280
indispensablest,0,1,0.00000,0.00001,0.28280
simplest,0,1,0.00000,0.00001,0.28280
Recognize,0,1,0.00000,0.00001,0.28280
constitutes,0,1,0.00000,0.00001,0.28280
constitute,0,1,0.00000,0.00001,0.28280
Abolitionists,0,1,0.00000,0.00001,0.28280
convulse,0,1,0.00000,0.00001,0.28280
unconciliatory,0,1,0.00000,0.00001,0.28280
stubborn,0,1,0.00000,0.00001,0.28280
Legislature,0,2,0.00000,0.00002,0.93073
remedying,0,1,0.00000,0.00001,0.28280
adopting,0,1,0.00000,0.00001,0.28280
condemn,0,1,0.00000,0.00001,0.28280
counter,0,1,0.00000,0.00001,0.28280
crank,0,1,0.00000,0.00001,0.28280
pulley,0,1,0.00000,0.00001,0.28280
discretion,0,1,0.00000,0.00001,0.28280
proportionate,0,1,0.00000,0.00001,0.28280
denial,0,1,0.00000,0.00001,0.28280
deliberate,0,1,0.00000,0.00001,0.28280
rebels,0,1,0.00000,0.00001,0.28280
Copernicus,0,1,0.00000,0.00001,0.28280
excommunicate,0,1,0.00000,0.00001,0.28280
crucify,0,1,0.00000,0.00001,0.28280
encourage,0,1,0.00000,0.00001,0.28280
persuaded,0,1,0.00000,0.00001,0.28280
transgress,0,1,0.00000,0.00001,0.28280
amend,0,1,0.00000,0.00001,0.28280
Unjust,0,1,0.00000,0.00001,0.28280
diabolical,0,1,0.00000,0.00001,0.28280
revolutionary,0,1,0.00000,0.00001,0.28280
Action,0,1,0.00000,0.00001,0.28280
aggrieved,0,1,0.00000,0.00001,0.28280
quota,0,1,0.00000,0.00001,0.28280
President,0,1,0.00000,0.00001,0.28280
requisitions,0,2,0.00000,0.00002,0.93073
supporters,0,1,0.00000,0.00001,0.28280
undoubtedly,0,1,0.00000,0.00001,0.28280
disapprove,0,1,0.00000,0.00001,0.28280
disinterested,0,1,0.00000,0.00001,0.28280
prevalent,0,1,0.00000,0.00001,0.28280
unmoral,0,1,0.00000,0.00001,0.28280
immoral,0,1,0.00000,0.00001,0.28280
sinning,0,1,0.00000,0.00001,0.28280
sinned,0,1,0.00000,0.00001,0.28280
scourge,0,1,0.00000,0.00001,0.28280
penitent,0,1,0.00000,0.00001,0.28280
naught,0,1,0.00000,0.00001,0.28280
disregards,0,1,0.00000,0.00001,0.28280
